,Building_Height_(m),Number_of_Floors,Number_of_People_Rescued,Number_of_Fire_Extinguishers,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm),repair,Building_Type_Industrial,Building_Type_Residential,Fire_Occurrence_Yes,Type_of_Fire_Electrical,Type_of_Fire_Negligence,Fire_Scale_Medium,Fire_Scale_Small,Sprinkler_System_Present_Yes,Electrical_Equipment_Inspection_Conducted_Yes,Gas_Equipment_Inspection_Conducted_Yes
9316,29,8,34,7,10,5,17.421371798720685,0.6490830214085576,3.1938265190284367,45.8004970589357,0.75,0,0,0,0,1,1,0,0,0,0
8652,33,10,24,6,7,0,28.096902149645,0.4394592432644673,1.4089872375057302,29.57278395044327,0.0,0,0,0,0,0,0,1,0,0,1
4264,22,6,45,10,4,3,24.051021072108348,0.5446643935333743,1.1246126372765526,36.708008437215256,0.75,0,1,0,1,0,0,1,0,0,0
6007,27,7,13,6,6,9,22.41313608124273,0.7361501854949902,3.662222595825173,7.026816743403952,0.0,1,0,0,0,0,0,0,1,0,0
13500,22,7,12,7,1,7,22.542813961953208,0.5225902156205423,0.919757443891254,27.62729996368196,0.75,1,0,0,1,0,0,1,1,0,0
4649,31,9,46,3,7,5,24.58977170421268,0.6294862639052724,1.6740799157188044,49.85695255692176,0.0,0,1,0,0,0,0,1,1,0,0
11916,32,9,29,7,7,8,23.685348136468846,0.7546061798333932,1.3541524921957138,2.3,0.0,0,0,0,0,1,1,0,1,0,0
567,20,6,8,6,4,1,22.53411603964401,0.45475770155801387,4.069860756334951,49.76702261987204,0.75,0,1,0,0,0,1,0,0,0,0
1737,18,5,3,9,7,4,23.57621909267741,0.8250295940178581,3.161889014755898,69.35723846093208,0.75,0,1,0,0,1,0,0,1,0,0
15886,26,7,26,9,9,5,15.1,0.7351308880354156,4.029000939662026,39.38938932447592,0.25,0,0,0,0,0,1,0,1,0,0
7964,18,5,31,7,8,12,16.594055565550633,0.6122305400111212,3.120454309641256,63.08216866230654,0.0,0,1,0,0,1,0,0,1,0,0
4293,13,4,22,7,4,6,26.701678607418604,0.6142210779644114,2.040032142214156,19.391210867244776,0.75,0,0,0,0,0,1,0,0,0,0
13129,25,8,13,5,8,10,16.455728787605658,0.634282251377287,3.3893772337337102,25.66950084719361,0.75,0,1,0,0,0,1,0,1,0,1
4924,38,10,25,9,9,4,24.948261066212314,0.7607651587060655,2.2854759156966904,36.006942281214634,0.25,0,0,0,0,0,1,0,1,1,1
3175,34,9,27,7,12,11,22.5723029515456,0.7101002420405872,0.6142096818833727,26.547160283492445,0.5,0,1,0,0,1,0,0,1,1,1
6690,23,7,8,9,8,8,20.605575973648683,0.5685556140346855,2.881784094747436,20.0410886209886,0.0,0,1,0,0,1,1,0,1,0,0
14950,5,1,38,6,1,0,22.394732657618587,0.5673374042190773,3.4213815413576016,30.66796466053801,0.75,0,0,0,0,1,1,0,0,0,0
901,40,11,37,7,5,7,22.97806935526753,0.5460077834341888,1.7216648982947151,2.3,0.0,0,0,0,0,0,0,0,0,0,1
14593,42,12,40,5,11,5,18.27187508130321,0.8341035080295159,2.826695141931973,38.49593227971993,0.25,0,0,0,0,0,0,0,0,0,0
11551,9,2,23,10,5,7,22.85686006148826,0.7294910566339721,1.6790937399250878,23.744000982894853,0.75,0,1,0,0,0,1,0,0,0,0
980,49,14,50,1,12,7,23.45005333336434,0.43475076292660075,1.5841541153821352,2.3,0.0,0,0,0,0,0,1,0,0,0,1
15855,18,5,31,5,5,10,23.16839572391193,0.8044162783319144,1.396265423810109,33.621803733548994,0.25,0,0,0,0,0,0,1,1,0,0
5185,17,5,13,6,2,2,17.63282052580678,0.6332665129219359,0.6,32.17194738873361,0.25,0,1,0,0,1,0,1,0,0,0
12813,23,6,18,2,3,11,22.45875079098208,0.7935870190286569,2.703692159132422,2.3,0.5,0,0,0,0,1,1,0,0,0,1
9876,19,5,22,3,7,5,21.30032960724776,0.950324470665212,2.109301409505222,6.858985179268835,0.0,0,1,0,0,1,1,0,0,0,0
2892,45,12,25,2,10,4,21.399693488173867,0.8397773472482212,3.709903593553452,2.3,0.0,0,1,0,0,1,1,0,1,0,1
9443,15,4,11,6,2,9,19.37281795922081,0.40399999999999997,3.4346745074419545,2.90632101426386,0.0,0,1,0,0,1,1,0,1,0,0
8805,11,3,35,6,4,7,20.95632768021725,0.941319792596376,2.1870630002421443,42.52471410318445,0.5,0,0,0,0,0,1,0,0,1,0
832,20,6,21,8,2,0,27.94250757268218,0.5221347728547774,1.1530229449593323,11.979513980228123,0.75,0,0,0,0,0,0,1,0,0,0
5522,31,9,48,5,12,10,20.318789189019668,0.9191151715140472,4.456849297290441,62.57243330974042,0.75,0,0,0,0,1,1,0,1,1,1
6981,18,5,32,2,9,10,27.99609219965864,0.910497893705568,3.454833122821576,29.65131151957816,0.75,0,0,0,0,0,0,1,0,0,0
4883,42,11,43,7,17,14,21.98569179490196,0.9940000000000001,3.642005102783963,47.54110695390401,0.75,0,0,0,1,0,0,1,1,1,1
3891,22,6,35,5,6,1,17.546039038541853,0.7442855576790319,1.8454623347363728,34.346748323364395,0.0,0,1,0,0,0,0,1,1,0,1
10992,5,1,33,6,1,4,23.84522497443557,0.5912916979613702,2.891120900211497,2.3,0.75,0,0,0,0,1,0,1,0,0,0
5890,29,8,7,8,7,7,17.75371862458592,0.6676789595217862,3.950308119981135,5.465521895457837,0.25,0,0,0,0,0,0,0,1,0,0
11578,34,10,9,8,9,13,18.76700207163345,0.4544429516448941,0.6,47.460908327840215,0.0,0,1,0,0,1,0,1,1,0,0
7481,31,9,5,10,11,18,18.24848821313734,0.5162043533222009,2.372629356706509,64.8528024067709,0.0,0,1,0,0,1,1,0,1,0,0
14189,14,4,6,6,6,5,21.106377602839004,0.8081466277780024,2.0802528065366235,20.34077307639089,0.0,0,1,0,0,0,0,0,1,0,0
4983,29,8,26,6,9,8,21.295254213538964,0.5648005444916717,2.065571337487247,22.661297661304232,0.25,0,1,0,0,0,0,1,1,0,1
14417,14,4,4,8,2,0,17.004698468228,0.8369165947242468,0.6,2.3,0.0,0,0,0,0,0,0,1,0,0,0
5051,44,13,14,9,16,9,24.93452056023164,0.8125858239058936,2.0622343542591226,84.14980532677615,0.5,0,1,0,0,1,1,0,1,0,0
3255,21,6,7,8,4,8,23.40486054514105,0.6258997399063501,3.287058410116429,4.902611953320449,0.75,0,1,0,0,1,0,1,1,0,0
6828,31,9,38,7,10,4,24.597046028634416,0.890580606127219,0.8118134080578205,57.171008562331664,0.0,0,0,0,0,1,1,0,1,0,0
11355,28,9,28,9,5,8,25.502487325323827,0.5869143353108823,2.885804508759914,22.18567276830654,0.25,0,0,0,0,0,0,1,0,0,0
11403,18,5,37,8,2,0,26.10209844105196,0.5284068820164504,2.1021692828432403,2.3,0.75,0,0,0,0,1,1,0,0,0,0
12013,14,4,40,8,4,6,17.49790279701336,0.9494595935973819,2.9175690337360134,37.68525347036446,0.0,0,0,0,1,0,0,0,1,0,0
12608,49,14,33,4,14,12,20.791558669715084,0.6967281973719355,1.990478389417944,2.3,0.0,0,1,0,0,1,1,0,1,0,1
8158,23,7,29,9,7,7,21.418628563452405,0.6418632750288182,1.592340354995619,53.28531942667002,0.0,0,0,0,0,1,0,1,1,0,0
13696,33,9,27,2,11,11,20.401815335976536,0.7915670169524841,3.3397086923292267,37.221549380403765,0.0,0,1,0,0,1,0,1,1,0,0
4328,39,11,29,7,8,5,27.35313351964188,0.8482152270744946,0.7201415896650409,2.3,0.25,0,0,0,0,0,0,1,0,0,0
685,46,13,35,4,12,8,28.59386879000402,0.8847820953380509,1.972157443074068,12.018531000183929,0.25,0,1,0,0,0,1,0,1,1,1
2231,15,4,19,10,6,5,19.993256424389106,0.774042943058441,0.6,58.53342631364042,0.0,0,1,0,0,0,0,1,0,0,1
9901,24,7,10,8,6,10,19.92026696632277,0.5367114795597466,4.139247543987189,46.37685168736464,0.25,0,1,0,0,1,1,0,1,0,1
202,27,7,30,9,7,11,20.1382340475071,0.4267409738743791,3.6794900733734615,43.58626252411115,0.25,0,1,0,1,0,0,1,0,1,0
4210,36,10,11,1,5,9,22.31186544867522,0.6531063680563336,2.187257957759958,2.3,0.25,0,0,0,0,1,1,0,1,0,0
7449,28,8,32,1,8,6,26.13086725789352,0.747636524397987,4.9,2.3,0.75,1,0,0,0,0,0,0,1,0,0
2659,49,14,38,6,15,12,23.18602289779489,0.7617553549065904,1.9950040171649448,2.3,0.5,0,0,0,0,1,0,1,1,0,0
3391,35,10,28,6,13,18,22.90074638517268,0.6722516107839693,1.8943886752444057,70.18837325957436,0.75,0,0,0,0,1,0,1,1,0,0
6957,45,13,8,2,13,15,16.74423966998597,0.737647278885349,0.6,38.9846792260648,0.0,0,1,0,0,1,1,0,1,0,0
13943,37,10,40,4,8,8,19.70053050907534,0.9030204691797908,0.6,20.82625362656077,0.5,0,0,0,1,0,0,1,1,0,0
15342,19,5,27,2,3,4,24.61170637068277,0.795093399779597,2.546601940230925,47.87176563334022,0.25,0,0,0,0,0,1,0,0,0,0
6214,13,4,37,7,4,6,25.195405169460035,0.64858724781033,1.5955797823656237,35.81705914030084,0.25,0,1,0,0,1,0,1,1,0,0
3720,31,9,50,9,9,13,19.65735767262898,0.7977120854422016,3.906392825844016,41.85423825011414,0.75,1,0,0,1,0,0,1,1,1,0
13596,22,6,28,9,7,7,20.42808009384371,0.8666008485178341,2.529097122262946,2.3,0.25,0,1,0,0,1,1,0,0,0,0
13729,49,14,19,7,15,6,22.551174278741104,0.5735156954795503,3.462079096642965,27.94660093275864,0.75,0,1,0,0,0,0,0,1,0,0
4014,21,6,3,6,1,0,15.1,0.6837553494481522,1.7384830776115423,36.39746584676055,0.25,0,1,0,0,0,0,1,0,0,0
965,5,1,0,10,2,1,15.1,0.752563347759994,2.5809450569638863,54.10648866309828,0.0,0,1,0,0,1,0,1,1,0,0
15365,46,13,23,6,13,12,21.810577459906057,0.6990745281647264,2.15109944680013,36.719513934953646,0.75,0,1,0,0,1,0,0,1,0,1
14508,16,5,17,8,6,13,27.583554606611592,0.7511717415368376,2.793030088884106,94.1,0.25,0,0,0,0,0,1,0,0,0,0
1642,36,10,25,1,7,3,16.037581351615334,0.40399999999999997,4.620619840946058,2.3,0.5,0,1,0,0,0,1,0,1,0,0
9012,41,11,15,9,9,13,24.58331185343586,0.6430414005603795,2.264138260734549,29.7266944985695,0.0,0,0,0,0,1,0,1,1,1,0
2382,10,3,45,5,4,1,20.53838061988778,0.6373773657735896,3.874335870963837,6.660202193991616,0.0,0,1,0,0,1,0,0,0,0,0
902,49,14,6,6,14,15,19.02987796742972,0.9026301915203778,0.8184152859796028,16.780962808672502,0.5,0,1,0,1,0,0,1,1,0,0
7333,13,3,42,5,4,3,18.62961433721694,0.6952761381948666,2.18316888914054,31.346069596509462,0.25,0,1,0,0,1,0,0,1,0,0
8060,28,8,43,5,10,12,20.676358774393822,0.7872941743483796,2.582624422544331,70.26913376522421,0.75,0,0,0,0,1,0,1,1,1,1
12618,46,13,24,5,16,15,24.727005982431283,0.9940000000000001,3.2951576329304624,50.14674110581428,0.0,0,1,0,0,0,0,1,1,0,0
2427,14,4,32,9,4,3,15.1,0.6553126608069647,3.4574491218700607,2.3,0.25,0,1,0,0,1,0,1,1,0,0
6572,24,7,21,3,6,1,21.1741577243262,0.8473064096502969,3.106289430237112,24.169855389146377,0.75,0,1,0,0,0,0,1,1,1,0
4423,38,11,43,3,11,7,16.297928561577805,0.7472274242761112,3.100725343964843,56.91352396578151,0.0,0,0,0,0,0,1,0,1,0,1
15889,11,3,41,6,3,1,17.509218474413252,0.769458009550152,2.7718714673571148,13.9485001061021,0.0,0,1,0,0,1,1,0,0,0,0
3170,33,9,45,5,6,3,17.38923155017511,0.7618419639975252,0.6,2.3,0.75,1,0,0,1,0,0,0,0,0,0
2472,21,6,6,10,5,8,16.677254488551448,0.6033750334246126,1.082283816842741,8.683583193559016,0.25,0,1,0,0,1,0,1,1,0,0
6554,25,7,36,10,6,5,26.34863531317409,0.7159270717078489,2.4657694689195826,10.61308372436216,0.0,0,0,0,0,1,0,0,1,0,0
15849,35,11,2,2,12,13,20.967187630467137,0.6838379292544127,3.364732749719118,38.395605297535184,0.0,0,1,0,0,0,0,1,1,0,0
6397,17,4,21,10,5,13,25.945281472696067,0.5851920770353829,1.7849441857747497,17.552772308849047,0.75,0,0,0,0,0,0,0,0,0,0
4332,33,9,50,5,4,6,15.1,0.7072829257498534,2.1173943313632746,51.02479865264086,0.0,1,0,0,1,0,0,1,1,0,0
10335,40,11,18,5,8,6,20.772239146992494,0.8268123629958154,2.221914623569136,3.570133030711908,0.0,0,1,0,0,0,0,1,1,1,1
3091,30,8,27,6,8,7,29.7,0.8620784364095607,3.076615450950635,7.845990839248774,0.25,1,0,0,0,1,0,0,1,0,0
7135,31,9,20,6,10,3,22.69708747042108,0.9692429684584231,0.8171291733558896,36.69684133149829,0.75,0,0,0,0,1,0,1,1,0,0
5026,24,7,23,9,7,11,19.97039355580216,0.6575207715393739,4.9,42.68612925791664,0.75,0,0,0,0,1,0,0,1,1,1
85,40,11,26,6,10,7,23.866434365753804,0.6566956124883202,1.6568270282619872,20.68770930323497,0.0,0,1,0,0,0,0,1,0,0,0
7640,20,6,26,1,6,13,20.15809232008473,0.9577345592088417,2.2622648060065527,2.3,0.25,0,1,0,0,0,0,0,1,0,0
9015,43,13,26,4,16,18,23.76093739519652,0.8619926113165524,4.676123830633914,42.91243141963051,0.25,0,0,0,0,1,0,0,1,1,1
8644,35,10,25,5,6,7,20.151565099709764,0.6586173577096304,2.658416781801081,19.63542280075011,0.0,0,0,0,0,1,0,1,1,1,0
797,39,11,26,10,10,1,18.98159461989533,0.6606212259091625,2.2249857771714026,2.3,0.25,0,1,0,0,1,1,0,1,0,0
4506,13,4,8,10,2,2,29.521314980507466,0.851016851046943,3.344879268017072,9.34820036277632,0.25,1,0,0,0,1,0,1,0,0,1
8216,31,8,32,10,9,6,15.1,0.8445594149606667,1.8010723432550089,37.95725087206371,0.0,0,1,0,1,0,0,1,1,0,0
11942,49,14,18,8,14,6,20.474899468689543,0.8306418129872785,1.701046555906785,9.9169565691391,0.0,0,1,0,0,0,1,0,1,0,0
8094,31,8,42,4,6,0,21.40228855950208,0.7679374540710222,3.0687591301004185,24.703534577027867,0.0,0,1,0,0,1,0,1,0,0,0
11803,18,6,31,3,5,4,26.599427838683585,0.7843396080438488,3.9745247470760345,40.2627144357841,0.0,0,1,0,0,0,1,0,0,0,1
8371,13,4,33,8,1,0,28.81669145653339,0.40399999999999997,3.0128636712602472,2.3,0.0,0,0,0,0,1,0,1,0,0,0
3154,26,7,37,4,8,8,28.099818725882564,0.8852410784068329,2.77920723971088,34.86453020854247,0.0,0,0,0,0,1,0,1,0,0,0
15228,34,10,22,7,8,12,22.29890186786191,0.7596334837316892,2.560336685973683,42.29807632028273,0.25,0,0,0,0,1,1,0,1,0,1
1447,41,12,44,1,16,20,16.749328558015463,0.7303896340929178,2.764997455508514,68.35579868679771,0.25,0,1,0,0,0,0,1,1,1,1
7949,35,10,28,1,10,17,29.7,0.9940000000000001,2.355407757381446,11.84874881043033,0.75,0,0,0,0,1,1,0,1,1,0
11337,33,9,48,7,11,14,24.76362488209271,0.8304159491051522,3.147927705892699,39.749082618656566,0.75,0,1,0,0,1,1,0,1,0,1
14717,24,7,36,4,7,7,16.266937013676085,0.9139304558343588,1.022354081569871,47.772858834656624,0.0,0,1,0,0,0,0,0,0,1,1
15141,40,11,29,7,10,5,20.485137223490803,0.6459930762193892,3.757248765903936,8.882319229644661,0.0,0,0,0,0,0,0,1,1,0,1
6394,8,2,36,6,6,9,20.5534122183045,0.6828051673433962,2.873361476865274,35.15278177808122,0.0,0,0,0,0,1,1,0,1,0,0
9843,48,13,29,8,13,11,16.793963513911464,0.7359558034609404,2.2276392869631056,58.92137453070642,0.0,0,0,0,0,1,0,1,0,0,1
11832,28,9,35,10,7,5,22.70412507000753,0.4616313619080216,1.5606489486360686,48.77028480032568,0.0,1,0,0,0,1,0,1,1,0,0
730,25,8,30,10,6,7,19.21631659091286,0.8738057213498486,0.6,84.6140792203393,0.0,1,0,0,1,0,1,0,1,0,1
315,26,8,41,4,6,4,21.63810575594876,0.8703702504396124,2.101535270058683,45.93112492249279,0.75,1,0,0,0,0,0,1,0,1,1
13762,39,11,32,6,11,6,25.8519410583596,0.5277261193859992,1.8571115865290688,20.98135535218654,0.0,0,1,0,0,0,0,0,0,0,1
8217,48,13,10,5,12,2,17.033656625811222,0.5744935112422924,4.130575167390239,18.13603138482897,0.75,0,1,0,0,0,0,1,1,0,1
377,31,8,46,4,5,6,23.937827535277822,0.7186699242253382,1.7591276390740296,47.1638506023439,0.25,0,0,0,0,0,0,1,0,1,1
10795,21,6,36,5,6,8,23.92871475953513,0.5527127605348684,1.747758150308302,25.355288519671834,0.0,0,1,0,0,0,1,0,0,0,0
12344,31,9,38,5,11,6,20.05801842914143,0.9940000000000001,0.7319482574457064,45.94085663085063,0.0,0,1,0,0,1,0,0,1,0,1
4713,18,5,34,9,2,3,25.228608461873417,0.6032319943560879,1.6888209250748183,37.89624152486969,0.0,0,1,0,0,0,0,1,0,0,0
1741,49,14,16,7,13,15,29.557099059971065,0.9507436854133762,2.2249892407933287,61.42178571210886,0.5,1,0,0,1,0,0,0,0,1,1
14615,5,1,33,4,1,3,15.1,0.6057729955726693,3.637523960835212,44.02037492532532,0.0,0,1,0,0,1,0,1,1,0,0
8015,20,6,37,7,8,10,21.871661659216976,0.7754859337048127,3.491721462467669,34.479294731408785,0.75,0,1,0,0,1,0,1,0,0,0
6384,17,5,36,3,3,13,24.417644594351444,0.8188405791610325,4.665091334741846,56.13056212159441,0.75,1,0,0,1,0,1,0,1,1,0
800,24,7,38,5,1,3,28.94708796572637,0.5938168503126957,3.660870413543565,2.3,0.5,1,0,0,0,1,0,1,0,1,0
5015,30,9,48,7,10,17,19.31543074161931,0.5945470640554439,1.0072203987366397,20.55996397034293,0.0,0,1,0,0,1,0,1,1,0,1
3237,25,7,27,5,9,0,23.45980441748776,0.9940000000000001,3.145697689357044,26.35236693985605,0.0,0,0,0,0,0,1,0,1,0,1
14188,28,8,30,3,2,7,29.7,0.8797603925591218,1.2917744848705464,2.3,0.0,1,0,0,0,1,0,1,0,0,0
1342,5,2,37,6,4,4,17.703718161721504,0.5554305689166269,3.614543052853902,22.46069050305097,0.0,0,1,0,0,0,1,0,0,1,0
2521,26,7,18,10,7,4,27.91106014565781,0.6147846076686733,3.470672495223304,67.81179379883687,0.0,0,0,0,0,0,1,0,1,0,1
13497,18,4,36,3,3,4,24.38145154188659,0.7669968478332675,0.6846776545001136,2.3,0.75,0,1,0,0,0,0,1,0,0,1
376,21,6,34,6,3,0,18.31653596788734,0.7992346764421201,2.11540258425198,24.001775296396296,0.0,0,0,0,0,0,1,0,1,0,0
1905,25,7,25,8,6,8,23.39121011905586,0.6149190626082953,0.766751310544852,45.12123219375264,0.0,0,1,0,0,1,1,0,0,0,1
8044,37,10,31,6,7,1,27.40804974880464,0.48694264581517355,2.718928229136504,42.411193431984586,0.75,0,1,0,0,1,0,1,1,0,0
11157,49,14,44,3,13,10,22.462980601265443,0.8717744690972583,3.833241676948239,48.77521797766562,0.25,1,0,0,0,1,1,0,1,0,1
3776,33,9,48,4,7,3,15.1,0.6543727345076304,2.7132348847770618,38.51955406831106,0.25,0,1,0,0,0,0,1,0,1,1
6732,5,1,26,4,1,0,21.574370984630104,0.5883087457621361,2.7127338009645725,30.49098196174089,0.0,0,1,0,0,1,0,0,1,0,1
14232,17,5,29,2,1,4,25.372185485004948,0.6377228155179021,2.511484205941594,31.08590863529356,0.5,0,0,0,0,1,0,0,1,1,0
7954,40,12,6,10,12,16,19.48842657414507,0.5111768982006079,1.6683744936852791,83.64996150259117,0.0,0,0,0,0,0,0,1,1,0,1
5378,33,9,22,8,7,10,15.1,0.7169154474159828,2.468489634901859,5.802503177293332,0.0,1,0,0,0,1,1,0,1,0,0
15546,37,10,15,6,6,8,21.933476839618187,0.4662310428136856,1.5820016847695906,24.292121180847005,0.25,0,1,0,0,0,1,0,0,0,0
8211,32,9,38,2,7,7,25.22470747424888,0.5468908927188797,0.8214772311805267,6.124256970781058,0.0,0,1,0,0,0,0,1,1,0,1
9787,18,6,28,10,7,14,21.773109382690485,0.9222334221474248,2.732864301357912,12.166941750921584,0.0,0,0,0,1,0,1,0,1,1,0
15329,35,10,20,7,11,10,21.227222633382272,0.6118883026703444,4.6879765811219976,48.65641149598185,0.25,0,1,0,0,0,1,0,1,0,0
3674,35,10,36,5,8,8,25.094048600327028,0.8222642320065043,3.816321230893089,2.3,0.25,0,0,0,0,1,0,0,0,1,1
11628,35,9,30,2,12,11,18.57676344478761,0.9401222367228024,4.425982449462071,50.22008953228694,0.25,0,0,0,0,1,1,0,1,0,0
9549,38,11,19,6,12,12,23.22892664555732,0.8460608686794253,2.3327693128990084,27.97625496842366,0.75,0,1,0,0,0,1,0,1,0,1
8611,31,9,28,6,9,8,21.39341309544846,0.6615485278291495,3.9318402678667104,57.576543214670224,0.5,0,1,0,0,0,0,0,0,0,0
4421,6,2,50,4,2,4,24.85743172441825,0.7765479647597244,2.982013232360483,2.3,0.75,0,1,0,0,1,1,0,1,0,0
2771,35,10,48,4,12,11,15.1,0.956659854983902,2.6316686672080984,94.1,0.25,0,0,0,1,0,0,1,1,0,0
7672,25,7,41,8,6,6,15.1,0.6865498357850509,1.6258103968624296,38.31911668876113,0.75,1,0,0,0,1,0,1,1,0,0
3939,15,4,17,8,4,6,17.53468302870984,0.7339134651696964,1.0276829631343136,22.7982425044014,0.75,0,0,0,1,0,1,0,1,0,0
7982,21,6,12,7,4,8,27.714467944478027,0.6144573384271165,3.117531423156372,2.3,0.75,0,1,0,0,0,1,0,0,0,0
254,15,4,17,3,3,9,21.440429975742315,0.40399999999999997,2.858945332977574,2.3,0.25,0,1,0,0,0,1,0,0,0,0
5773,11,3,11,9,1,2,29.7,0.7173873441111326,1.0269610328645968,54.14556239872075,0.0,0,0,0,0,0,1,0,1,0,0
10533,49,14,2,10,17,8,19.156567015957112,0.7136934663522159,1.3444540555418258,25.788540885247443,0.0,0,1,0,0,0,1,0,1,0,1
4947,13,4,42,5,3,5,27.779560755996485,0.9185491337975238,2.185979545151996,26.82842269411107,0.0,1,0,0,0,1,1,0,0,0,0
11202,13,4,20,5,6,2,15.396240343721516,0.932402407195422,2.629313224489277,25.361128590415497,0.25,1,0,0,0,1,1,0,0,0,0
6540,22,7,28,3,9,12,27.228018754640875,0.7950075977319004,4.9,45.560334705004834,0.75,1,0,0,0,1,1,0,1,1,0
15314,13,3,27,8,7,0,19.346369834709883,0.8857810535650191,1.9833995696802231,36.1541663977219,0.25,0,0,0,0,1,0,1,1,0,0
6563,32,9,28,8,6,3,19.98427531468878,0.9005587060988871,1.7151312105593155,27.319860484053272,0.25,0,0,0,0,1,1,0,0,1,0
14142,17,4,25,2,2,7,21.64093519275394,0.7930928862312768,2.812655448437889,22.0889366151016,0.75,0,1,0,0,1,0,0,1,0,0
8719,42,11,25,5,7,5,28.616064518243903,0.6405773111129613,1.158264369371699,6.1845321496713055,0.5,0,1,0,0,0,0,0,1,0,0
5708,17,5,12,8,6,4,21.655168597229,0.7066287353340744,3.3120605140675714,94.1,0.0,0,0,0,0,1,0,1,1,0,0
10902,42,12,32,5,13,13,21.96925378739919,0.8554973508445636,0.808621986758743,73.91445572867707,0.75,1,0,0,0,0,1,0,1,0,0
12209,28,7,45,7,13,5,17.984801837121857,0.6535562789671016,3.537696636853638,42.59872306015646,0.25,0,0,0,0,1,1,0,1,0,1
14297,37,11,40,4,9,8,26.13181161726497,0.7114726596061522,3.072899341358493,20.66514712603905,0.25,0,0,0,0,1,0,1,1,0,0
8928,15,4,48,4,5,5,19.23389844849273,0.794838631405555,4.759785022325284,45.897285064118265,0.75,0,0,0,0,1,0,1,1,0,0
4289,35,10,45,6,9,8,19.262474700641384,0.6372755188259634,1.3393046653943603,53.554634672031845,0.25,0,0,0,1,0,0,1,1,0,0
10539,32,9,16,4,13,15,22.943350750012804,0.8495754728375176,3.276456638360329,32.68821811598882,0.0,0,1,0,1,0,1,0,1,1,1
4076,21,5,35,6,2,6,18.95069993383028,0.6267030753101338,0.9826428092809733,22.160934133496585,0.0,1,0,0,1,0,1,0,0,0,1
6314,28,8,33,8,11,5,15.1,0.5058307953514244,4.9,47.81269377785772,0.25,0,1,0,0,0,0,0,1,1,1
8459,43,12,7,6,10,7,22.890013435971305,0.7108751203657695,0.6,13.513568126124872,0.0,0,1,0,0,1,0,1,1,0,0
12590,39,11,20,10,12,2,20.30554069565761,0.6652970718300745,4.9,33.348142023479255,0.5,0,0,0,1,0,1,0,0,0,0
8538,21,6,38,5,6,9,21.614564353992208,0.7371065531709192,4.9,27.4951751435786,0.25,0,0,0,1,0,1,0,1,1,1
11270,27,8,23,8,6,9,25.334179098443908,0.7980012546665205,1.858356899614939,17.019411407432894,0.75,1,0,0,1,0,0,1,1,0,0
10911,28,7,39,8,10,15,22.28253826335904,0.8210127749412286,3.5511864353531544,75.50687516134087,0.0,0,1,0,0,1,1,0,1,0,0
14162,23,6,46,2,7,8,15.1,0.5360681151260684,3.5083527339418064,27.66456750584723,0.25,0,0,0,0,1,0,1,1,0,1
12672,31,9,11,7,3,0,21.86722921535096,0.8816725977094225,1.4757735135493335,2.3,0.75,0,0,0,0,1,0,1,0,0,0
12809,35,10,33,7,7,2,19.76542952676059,0.5388660403534606,0.9112755672639928,25.54889915326264,0.0,0,1,0,0,0,1,0,1,0,0
13310,25,7,14,9,9,4,18.79357635922224,0.9940000000000001,1.9340018694328216,2.510017355779219,0.5,0,1,0,0,1,1,0,1,0,1
1417,20,6,32,10,8,6,24.45389650400252,0.7318478408240985,2.3671829485692752,2.3,0.75,0,0,0,0,1,0,1,1,0,0
1566,37,10,43,2,13,20,26.406793911748625,0.7731710712745626,4.9,27.84636439964964,0.0,0,0,0,0,0,0,1,1,0,0
15714,6,2,28,7,2,3,18.30682411804619,0.8061833222335036,0.6,23.588608431112227,0.0,0,1,0,0,0,0,1,0,0,0
8070,26,7,16,8,4,0,17.985013598231326,0.5696287989368568,1.1805061254465798,2.3,0.25,0,0,0,0,1,0,1,1,0,0
14170,29,8,36,5,7,5,25.15798456867107,0.9940000000000001,2.632653243400525,28.887069550333752,0.75,0,0,0,0,0,1,0,0,0,1
13773,31,9,25,6,9,8,16.532528454669542,0.6577821720889421,3.054877159663582,41.05059546653813,0.75,0,1,0,0,1,0,1,0,0,0
7041,15,4,47,8,2,0,17.824627929610823,0.7000233971575287,1.5184418753985591,2.3,0.0,0,0,0,0,0,1,0,0,1,0
15539,23,7,32,2,4,1,21.806509940168848,0.7936651331860002,2.574937268987643,6.9042036923524535,0.75,0,1,0,0,0,1,0,0,1,1
1251,31,9,22,6,6,1,22.194075859343304,0.9940000000000001,3.782918009658791,5.580832209002338,0.25,1,0,0,1,0,1,0,0,0,1
4528,23,7,20,4,3,4,18.506219923177525,0.6328391709420907,3.435848737326453,2.3,0.0,0,1,0,0,1,0,1,0,0,0
8792,26,8,45,3,5,3,17.617457553228327,0.4968362061891824,3.6170065373734417,32.48424380623707,0.75,0,0,0,0,0,0,1,0,0,1
6849,22,6,28,10,6,10,24.909633961661093,0.7615903564991692,1.1821701192915317,94.1,0.25,0,0,0,0,0,1,0,1,0,0
5396,25,7,11,7,5,10,25.77771871219985,0.751291320904684,2.5544763606276994,3.0674532352984727,0.75,1,0,0,0,1,0,0,1,0,0
